id,Տրվել է(օր),Տրվել.է.խանութ.,Սեռ,Տարիքային.խումբ,Համաձայն.է.ստանալ.SMS,Շրջանառություն,Կուտակում,Վճարում
BH133725,12.07.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,v,51100,1024,700
BH133862,21.07.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,4900,147,
BH129308,25.03.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,47000,294,
BH129310,25.03.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,35800,,
BH129329,01.04.2018,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,,12800,584,
BH129440,02.04.2018,BASIC CENTER Դալմա,Женский,,v,26000,477,
BH129442,02.04.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,140800,3197,
BH129532,07.04.2018,COOLCLUB Երևան Մոլլ,,25-ից 45 տարեկան,,23800,607,
BH129534,07.04.2018,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,v,20600,427,
BH129630,08.06.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,20400,337,
BH129632,08.06.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,37600,637,
BH129833,12.05.2018,BASIC CENTER Հանրապետության,Женский,,v,,267,
BH129861,06.06.2018,BASIC CENTER Հանրապետության,Женский,,v,1900,57,
BH129908,24.11.2019,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,364700,2194,
BH129910,05.07.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,41600,577,1500
BH129992,08.06.2018,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,541200,318,800
BH130086,05.07.2018,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,234367,,
BH133265,06.07.2018,BASIC CENTER Կոմիտաս,Мужской,,v,107600,941,
BH133326,24.06.2018,BASIC CENTER Մետրոնոմ,Женский,,v,18700,827,800
BH133405,28.06.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,64500,1082,
BH132120,11.06.2018,BASIC CENTER Կոմիտաս,Женский,18-ից 25 տարեկան,v,9900,27,
BH132134,14.06.2018,BASIC CENTER Կոմիտաս,Женский,,v,6900,207,
BH132245,17.06.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,40900,1327,
BH132259,11.06.2018,BASIC CENTER Դալմա,Женский,,v,277100,5660,
BH132345,27.06.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,12900,387,
BH132363,17.06.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,49500,512,
BH133897,01.08.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,14800,464,
BH134079,16.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,27700,,
BH134082,16.07.2018,BASIC CENTER Դալմա,Женский,Մինչև 18 տարեկան,v,6900,307,
BH134111,19.07.2018,BATA Դալմա,Женский,45-ից բարձր,v,11900,457,
BH133016,14.06.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,11700,351,
BH133125,31.08.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,80200,1981,1800
BH133402,27.06.2018,BASIC CENTER Դալմա,Мужской,18-ից 25 տարեկան,v,8200,246,
BH133409,28.06.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,28600,627,
BH133429,30.06.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,54900,1370,1000
BH133434,30.06.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,13200,,
BH133500,04.07.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,,6900,100,
BH133317,23.06.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,14900,447,
BH133367,02.07.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,,63800,1914,
BH133382,04.07.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,,207,
BH133472,04.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,53300,447,
BH133521,31.07.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,,,
BH133677,22.07.2018,BASIC CENTER Ավան,Мужской,18-ից 25 տարեկան,v,15500,,
BH072771,07.02.2020,BASIC CENTER Աբովյան,Женский,25-ից 45 տարեկան,v,104700,200,
BH128713,10.03.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,15900,577,
BH128730,18.03.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,9300,200,
BH128748,27.03.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,17800,734,
BH128779,14.04.2018,BASIC CENTER Կոմիտաս,Мужской,18-ից 25 տարեկան,v,440200,1527,
BH128781,30.04.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,561333,,
BH128800,21.04.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,64200,1856,
BH128887,17.03.2018,BASIC CENTER Դալմա,Мужской,18-ից 25 տարեկան,v,19300,147,
BH128902,21.03.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,37500,1094,
BH129033,13.03.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,11900,457,
BH129035,13.03.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,12900,,
BH129046,11.03.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,40900,854,
BH129346,05.04.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,11900,357,
BH129371,14.04.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,2900,187,
BH129594,21.04.2018,COOLCLUB Երևան Մոլլ,Женский,,v,2700,,
BH129615,06.06.2018,BASIC CENTER Մետրոնոմ,Мужской,18-ից 25 տարեկան,v,24900,397,
BH129647,09.06.2018,BASIC CENTER Մետրոնոմ,Мужской,25-ից 45 տարեկան,,17300,,
BH130022,22.05.2018,BASIC CENTER Հանրապետության,Женский,18-ից 25 տարեկան,v,64600,1775,
BH072901,12.02.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,210000,6873,5400
BH134029,12.07.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,25900,777,
BH134112,20.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,,4900,147,
BH134141,29.07.2018,BATA Դալմա,Женский,45-ից բարձր,v,21900,757,
BH133082,21.06.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,55800,237,
BH133132,27.06.2018,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,v,8500,,
BH133150,02.07.2018,COOLCLUB Երևան Մոլլ,Женский,,v,158667,20,500
BH133225,29.06.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,6900,207,
BH133363,30.06.2018,BASIC CENTER Մետրոնոմ,Женский,,v,38200,787,
BH133372,03.07.2018,BASIC CENTER Մետրոնոմ,Мужской,45-ից բարձր,v,9000,,
BH133391,06.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,9400,,
BH133468,04.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,29600,327,
BH133477,04.07.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,35000,,
BH133681,23.07.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,17100,327,
BH125940,03.01.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,8900,,
BH126058,04.02.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,15200,,
BH126144,05.01.2018,COOLCLUB Երևան Մոլլ,Женский,,v,14200,,
BH130124,16.04.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,13500,,
BH130175,03.05.2018,BASIC SHOES Երևան Մոլ,Мужской,18-ից 25 տարեկան,v,12900,487,
BH133626,05.07.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,104000,2918,
BH133662,17.07.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,18000,437,
BH133750,15.07.2018,BATA Դալմա,Женский,18-ից 25 տարեկան,v,122600,1862,1800
BH133771,09.07.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,74400,855,
BH133814,09.07.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,52800,1584,
BH133845,17.07.2018,BASIC SHOES Երևան Մոլ,Женский,,v,62800,342,300
BH133892,30.07.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,13900,,
BH133937,22.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,16800,6,
BH134000,14.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,495967,2342,4000
BH134066,15.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,25400,204,
BH134068,15.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,41800,884,
BH134172,04.08.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,,21200,,
BH134175,04.08.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,15900,,
BH133687,26.07.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,2100,,
BH133704,12.07.2018,BATA Դալմա,Женский,45-ից բարձր,v,51800,1554,
BH133796,06.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,48200,214,
BH133813,09.07.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,14300,,
BH133827,11.07.2018,BASIC SHOES Երևան Մոլ,Женский,,v,,100,
BH133878,24.07.2018,BASIC SHOES Երևան Մոլ,Женский,,v,303700,647,300
BH133913,16.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,4900,147,
BH133983,04.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,4300,6,
BH134095,17.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,44000,657,
BH134098,18.07.2018,BASIC CENTER Դալմա,Мужской,45-ից բարձր,v,35900,,
BH134127,22.07.2018,BATA Դալմա,Женский,45-ից բարձր,v,37700,694,
BH134207,11.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,5400,87,
BH133527,02.08.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,,194433,,
BH133536,04.08.2018,BASIC CENTER Ավան,Мужской,45-ից բարձր,v,9900,297,
BH133593,17.08.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,,36900,1207,
BH133613,02.07.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,19000,,
BH133645,14.07.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,23100,504,
BH133668,19.07.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,,10000,,
BH133746,14.07.2018,BATA Դալմա,Женский,18-ից 25 տարեկան,v,16700,,
BH126155,09.01.2018,COOLCLUB Երևան Մոլլ,Женский,45-ից բարձր,v,13700,400,
BH126157,10.01.2018,COOLCLUB Երևան Մոլլ,Женский,,v,33500,237,
BH126248,21.01.2018,BASIC SHOES Երևան Մոլ,Мужской,,v,11700,18,
BH126280,03.02.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,,3701,
BH126396,17.01.2018,BASIC CENTER Դալմա,Мужской,,v,8800,,
BH126430,07.01.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,7100,,
BH126432,07.01.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,14700,300,
BH126589,08.02.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,321400,4268,3500
BH126621,20.01.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,,74900,84,
BH134011,11.07.2018,BASIC CENTER Դալմա,Мужской,18-ից 25 տարեկան,v,21500,,
BH134014,11.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,47400,721,
BH134157,01.08.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,12500,,
BH134200,16.08.2018,BATA Դալմա,Женский,45-ից բարձր,,20800,,
BH126270,03.02.2018,BASIC SHOES Երևան Մոլ,Мужской,,v,34100,,
BH126283,08.02.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,10700,621,
BH126300,12.02.2018,BASIC SHOES Երևան Մոլ,Мужской,45-ից բարձր,v,11000,,
BH126351,05.01.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,21400,357,
BH126364,10.01.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,7700,300,
BH126507,09.01.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,,,
BH126509,10.01.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,6500,,
BH126543,23.01.2018,BASIC CENTER Ավան,Женский,18-ից 25 տարեկան,v,15300,200,
BH126602,17.01.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,9500,500,
BH126632,22.01.2018,BASIC CENTER Մետրոնոմ,Женский,,v,8300,757,
BH133396,06.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,40800,300,
BH133428,30.06.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,30400,247,
BH133470,04.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,47900,904,
BH133488,05.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,357600,3879,
BH133538,05.08.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,120700,1231,
BH133624,04.07.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,7100,18,
BH133707,08.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,,40300,147,
BH133759,16.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,58900,1087,
BH133936,21.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,10100,100,
BH133970,01.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,9200,,
BH133981,04.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,8700,,
BH133339,27.06.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,31800,764,
BH133371,02.07.2018,BASIC CENTER Մետրոնոմ,Мужской,18-ից 25 տարեկան,v,11000,,
BH133388,05.07.2018,BASIC CENTER Մետրոնոմ,Женский,,v,5000,,
BH133417,29.06.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,6300,,
BH133588,16.08.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,453667,,
BH133614,02.07.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,4100,,
BH133631,07.07.2018,BASIC CENTER Ավան,Женский,,v,15900,577,
BH133776,09.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,6600,57,
BH133801,06.07.2018,BASIC SHOES Երևան Մոլ,Мужской,,v,57100,541,500
BH133925,19.07.2018,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,v,3000,87,
BH126221,12.01.2018,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,v,11500,,
BH126257,26.01.2018,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,v,11000,,
BH126417,04.01.2018,BASIC CENTER Մետրոնոմ,Мужской,25-ից 45 տարեկան,v,2600,6,
BH126437,08.01.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,19600,,
BH126464,11.01.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,59500,1224,400
BH126475,29.01.2018,BASIC CENTER Մետրոնոմ,Мужской,,v,8900,,
BH126496,16.01.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,9000,,
BH126557,30.01.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,8600,,
BH126596,11.02.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,94500,567,500
BH126638,23.01.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,8700,,
BH126670,27.01.2018,BASIC CENTER Մետրոնոմ,Мужской,25-ից 45 տարեկան,v,17400,600,
BH134013,11.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,20900,207,
BH134128,24.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,39500,,
BH134142,29.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,30000,,
BH134346,01.08.2018,BASIC CENTER Հանրապետության,Женский,,v,14700,157,
BH134361,04.08.2018,BASIC CENTER Հանրապետության,Мужской,,v,36900,200,
BH134372,02.08.2018,BASIC CENTER Հանրապետության,Женский,,v,59900,422,
BH134410,10.08.2018,BASIC CENTER Հանրապետության,Мужской,,v,20200,,
BH128951,29.03.2018,BASIC CENTER Մետրոնոմ,Мужской,25-ից 45 տարեկան,v,6900,307,
BH128966,01.04.2018,BASIC CENTER Մետրոնոմ,Мужской,25-ից 45 տարեկան,v,26400,1392,
BH128990,06.04.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,396000,1305,
BH129042,12.03.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,50100,867,
BH129091,19.03.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,188500,2868,2400
BH129134,22.03.2018,COOLCLUB Երևան Մոլլ,Мужской,,v,24400,502,
BH129280,09.05.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,v,6900,207,
BH129378,15.04.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,,20500,,
BH129410,25.03.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,10300,,
BH129816,28.04.2018,BASIC CENTER Հանրապետության,Мужской,,v,48800,1464,
BH130044,08.06.2018,BASIC CENTER Հանրապետության,Женский,,v,12000,,
BH130130,18.04.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,35800,1174,
BH130309,17.05.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,,81700,,
BH130320,20.05.2018,BATA Դալմա,Женский,45-ից բարձր,v,30300,100,
BH130356,27.05.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,40800,1324,
BH130448,13.05.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,5900,277,
BH130465,18.05.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,30500,534,
BH130507,28.04.2018,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,v,39200,1100,
